시험고유번호,시험명,과목,대단원,중단원,정답,배점,표준반응시간(초),표준총응시시간(초),생성일,과정번호,분류코드
871,중3-2(삼각비~통계)_021,,,,"[3, 200, 3, 20, 3, 4, 30, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBF3_0207', 'BDM_MBG3_0098', 'BDM_MBG3_0113', 'BDM_MBF3_0145', 'BDM_MBF3_0169', 'BDM_MBF3_0127', 'BDM_MBE3_0167', 'BDM_MBE3_0156']"
872,중3-2(삼각비~통계)_022,,,,"[19, 2, 4, 2, 3, 3, 35, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0002', 'BDM_MBG3_0053', 'BDM_MBE3_0066', 'BDM_MBF3_0075', 'BDM_MBG3_0209', 'BDM_MBF3_0061', 'BDM_MBG3_0217', 'BDM_MBG3_0102']"
873,중3-2(삼각비~통계)_023,,,,"['18.5', 5, '3,4', '5', '3', 3, '2', 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0219', 'BDM_MBE3_0125', 'BDM_MBE3_0007', 'BDM_MBF3_0215', 'BDM_MBF3_0001', 'BDM_MBG3_0097', 'BDM_MBF3_0021', 'BDM_MBE3_0075']"
874,중3-2(삼각비~통계)_024,,,,"[1, 1, 2, 5, 3, 4, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0015', 'BDM_MBE3_0137', 'BDM_MBE3_0199', 'BDM_MBG3_0165', 'BDM_MBE3_0036', 'BDM_MBF3_0035', 'BDM_MBG3_0176', 'BDM_MBE3_0133']"
875,중3-2(삼각비~통계)_025,,,,"['10.5', '80', '1', '16', '4', 4, 3, '1']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0221', 'BDM_MBF3_0233', 'BDM_MBF3_0135', 'BDM_MBF3_0216', 'BDM_MBF3_0029', 'BDM_MBE3_0234', 'BDM_MBG3_0013', 'BDM_MBF3_0095']"
876,중3-2(삼각비~통계)_026,,,,"['4', '5', '42', '3', '3,4', '5', '3', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBF3_0003', 'BDM_MBG3_0114', 'BDM_MBG3_0142', 'BDM_MBG3_0154', 'BDM_MBE3_0043', 'BDM_MBE3_0113', 'BDM_MBG3_0111', 'BDM_MBG3_0018']"
877,중3-2(삼각비~통계)_027,,,,"[1, 3, 1, 5, 150, 2, 4, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0044', 'BDM_MBE3_0100', 'BDM_MBE3_0062', 'BDM_MBE3_0041', 'BDM_MBF3_0120', 'BDM_MBF3_0007', 'BDM_MBG3_0158', 'BDM_MBE3_0108']"
878,중3-2(삼각비~통계)_028,,,,"[3, 2, 5, 3, 3, 2, 1, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0022', 'BDM_MBF3_0118', 'BDM_MBF3_0002', 'BDM_MBE3_0210', 'BDM_MBG3_0061', 'BDM_MBE3_0171', 'BDM_MBE3_0217', 'BDM_MBE3_0134']"
879,중3-2(삼각비~통계)_029,,,,"[5, 2, 3, 2, 4, 2, 4, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBF3_0212', 'BDM_MBE3_0229', 'BDM_MBE3_0170', 'BDM_MBE3_0157', 'BDM_MBE3_0147', 'BDM_MBE3_0154', 'BDM_MBF3_0128', 'BDM_MBE3_0096']"
880,중3-2(삼각비~통계)_030,,,,"[5, 3, 2, 2, 2, 2, 2, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0034', 'BDM_MBE3_0104', 'BDM_MBF3_0231', 'BDM_MBG3_0131', 'BDM_MBE3_0189', 'BDM_MBG3_0227', 'BDM_MBG3_0088', 'BDM_MBG3_0124']"
881,중3-2(삼각비~통계)_031,,,,"[2, 3, 2, 5, 2, 2, 1, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0215', 'BDM_MBG3_0138', 'BDM_MBF3_0023', 'BDM_MBF3_0068', 'BDM_MBG3_0007', 'BDM_MBE3_0090', 'BDM_MBF3_0077', 'BDM_MBF3_0008']"
882,중3-2(삼각비~통계)_032,,,,"[5, 3, 4, 2, 2, 1, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0144', 'BDM_MBG3_0064', 'BDM_MBF3_0025', 'BDM_MBF3_0083', 'BDM_MBE3_0209', 'BDM_MBG3_0117', 'BDM_MBG3_0198', 'BDM_MBF3_0062']"
883,중3-2(삼각비~통계)_033,,,,"[3, 2, 78, 2, 3, 78, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0065', 'BDM_MBE3_0145', 'BDM_MBF3_0168', 'BDM_MBG3_0135', 'BDM_MBG3_0037', 'BDM_MBF3_0039', 'BDM_MBE3_0221', 'BDM_MBF3_0071']"
884,중3-2(삼각비~통계)_034,,,,"[3, 4, 4, 20, 4, 1, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0206', 'BDM_MBE3_0106', 'BDM_MBF3_0158', 'BDM_MBF3_0122', 'BDM_MBG3_0149', 'BDM_MBE3_0198', 'BDM_MBG3_0024', 'BDM_MBF3_0154']"
885,중3-2(삼각비~통계)_035,,,,"[2, 2, 3, 3, 3, 4, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0186', 'BDM_MBF3_0090', 'BDM_MBE3_0030', 'BDM_MBE3_0162', 'BDM_MBG3_0099', 'BDM_MBF3_0126', 'BDM_MBE3_0019', 'BDM_MBG3_0109']"
886,중3-2(삼각비~통계)_036,,,,"['4', '3', '4', 'A', '4', '2', '4', '163']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0057', 'BDM_MBE3_0131', 'BDM_MBE3_0052', 'BDM_MBG3_0101', 'BDM_MBG3_0010', 'BDM_MBG3_0214', 'BDM_MBE3_0064', 'BDM_MBG3_0222']"
887,중3-2(삼각비~통계)_037,,,,"[5, 2, 5, 3, 6, 5, 122, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0216', 'BDM_MBG3_0003', 'BDM_MBE3_0081', 'BDM_MBF3_0176', 'BDM_MBG3_0094', 'BDM_MBG3_0203', 'BDM_MBF3_0196', 'BDM_MBG3_0050']"
888,중3-2(삼각비~통계)_038,,,,"['5', '2', '5', '3', 'D', '6', '5', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBE3_0208', 'BDM_MBE3_0083', 'BDM_MBE3_0037', 'BDM_MBF3_0220', 'BDM_MBG3_0162', 'BDM_MBF3_0191', 'BDM_MBE3_0127', 'BDM_MBF3_0178']"
889,중3-2(삼각비~통계)_039,,,,"['4', '1.9', '4', '50', '4', '1', '1', '72']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0052', 'BDM_MBG3_0115', 'BDM_MBF3_0204', 'BDM_MBF3_0088', 'BDM_MBE3_0181', 'BDM_MBG3_0033', 'BDM_MBE3_0138', 'BDM_MBG3_0026']"
890,중3-2(삼각비~통계)_040,,,,"[7, 2, 5, 4, 1, 3, 10, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/23,54,"['BDM_MBG3_0184', 'BDM_MBG3_0181', 'BDM_MBE3_0051', 'BDM_MBE3_0205', 'BDM_MBG3_0034', 'BDM_MBG3_0107', 'BDM_MBF3_0187', 'BDM_MBF3_0058']"
891,수학1_등차수열등비수열_001,,,,"[3, 3, 11, 0, 1, 3, 4, 82]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0062', 'BDH_CCA3_0078', 'BDH_CCA3_0119', 'BDH_CCA3_0033', 'BDH_CCA3_0028', 'BDH_CCA3_0003', 'BDH_CCA3_0109', 'BDH_CCA3_0051']"
892,수학1_등차수열등비수열_002,,,,"[3, 2, 2, 21, 2, 3, 2, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0087', 'BDH_CCA3_0060', 'BDH_CCA3_0099', 'BDH_CCA3_0108', 'BDH_CCA3_0008', 'BDH_CCA3_0131', 'BDH_CCA3_0040', 'BDH_CCA3_0094']"
893,수학1_등차수열등비수열_003,,,,"[1, 1, -48, 4, 3, 2, 5, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0140', 'BDH_CCA3_0045', 'BDH_CCA3_0053', 'BDH_CCA3_0128', 'BDH_CCA3_0026', 'BDH_CCA3_0138', 'BDH_CCA3_0132', 'BDH_CCA3_0067']"
894,수학1_등차수열등비수열_004,,,,"[1, 4, 1, 30, 5, 3, 689, 47]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0049', 'BDH_CCA3_0104', 'BDH_CCA3_0072', 'BDH_CCA3_0124', 'BDH_CCA3_0083', 'BDH_CCA3_0073', 'BDH_CCA3_0120', 'BDH_CCA3_0048']"
895,수학1_등차수열등비수열_005,,,,"[4, 450, 5, 1, 64, 54, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0082', 'BDH_CCA3_0043', 'BDH_CCA3_0113', 'BDH_CCA3_0041', 'BDH_CCA3_0139', 'BDH_CCA3_0042', 'BDH_CCA3_0031', 'BDH_CCA3_0110']"
896,수학1_등차수열등비수열_006,,,,"[5, 4, 1, 3, 3, 1, 200, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0069', 'BDH_CCA3_0086', 'BDH_CCA3_0009', 'BDH_CCA3_0122', 'BDH_CCA3_0111', 'BDH_CCA3_0016', 'BDH_CCA3_0044', 'BDH_CCA3_0047']"
897,수학1_등차수열등비수열_007,,,,"[4, 4, 4, 2, 3, 3, 1, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0097', 'BDH_CCA3_0081', 'BDH_CCA3_0136', 'BDH_CCA3_0133', 'BDH_CCA3_0125', 'BDH_CCA3_0076', 'BDH_CCA3_0064', 'BDH_CCA3_0096']"
898,수학1_등차수열등비수열_008,,,,"[192, 1667, 5, 3, 3, 1050, 8000, -45]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0056', 'BDH_CCA3_0077', 'BDH_CCA3_0088', 'BDH_CCA3_0093', 'BDH_CCA3_0137', 'BDH_CCA3_0022', 'BDH_CCA3_0046', 'BDH_CCA3_0020']"
899,수학1_등차수열등비수열_009,,,,"[2, 4, 1, 100, 3, 5, 47, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0084', 'BDH_CCA3_0080', 'BDH_CCA3_0118', 'BDH_CCA3_0129', 'BDH_CCA3_0079', 'BDH_CCA3_0014', 'BDH_CCA3_0034', 'BDH_CCA3_0019']"
900,수학1_등차수열등비수열_010,,,,"[1, 2, 2, 4, 6, 4, 2, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/24,55,"['BDH_CCA3_0012', 'BDH_CCA3_0100', 'BDH_CCA3_0102', 'BDH_CCA3_0074', 'BDH_CCA3_0135', 'BDH_CCA3_0002', 'BDH_CCA3_0101', 'BDH_CCA3_0010']"
901,수학2_부정적분과 정적분_001,,,,"[2, 12, 4, 3, 5, 1, 2, 25]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0123', 'BDH_DCA3_0165', 'BDH_DCA3_0236', 'BDH_DCA3_0233', 'BDH_DCA3_0083', 'BDH_DCA3_0006', 'BDH_DCA3_0049', 'BDH_DCA3_0152']"
902,수학2_부정적분과 정적분_002,,,,"[2, 3, 2, 3, 4, 1, 3, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0085', 'BDH_DCA3_0055', 'BDH_DCA3_0144', 'BDH_DCA3_0253', 'BDH_DCA3_0112', 'BDH_DCA3_0064', 'BDH_DCA3_0012', 'BDH_DCA3_0166']"
903,수학2_부정적분과 정적분_003,,,,"[2, 1, 1, 2, 4, 2, 5, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0080', 'BDH_DCA3_0207', 'BDH_DCA3_0082', 'BDH_DCA3_0245', 'BDH_DCA3_0015', 'BDH_DCA3_0109', 'BDH_DCA3_0126', 'BDH_DCA3_0121']"
904,수학2_부정적분과 정적분_004,,,,"[4, 1, 4, 5, 4, 2, 0, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0176', 'BDH_DCA3_0013', 'BDH_DCA3_0139', 'BDH_DCA3_0280', 'BDH_DCA3_0032', 'BDH_DCA3_0073', 'BDH_DCA3_0277', 'BDH_DCA3_0076']"
905,수학2_부정적분과 정적분_005,,,,"[14, -7, 12, 4, 4, 5, 1, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0156', 'BDH_DCA3_0175', 'BDH_DCA3_0059', 'BDH_DCA3_0209', 'BDH_DCA3_0265', 'BDH_DCA3_0134', 'BDH_DCA3_0098', 'BDH_DCA3_0225']"
906,수학2_부정적분과 정적분_006,,,,"[5, 4, 5, 4, 5, 4, 35, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0183', 'BDH_DCA3_0104', 'BDH_DCA3_0031', 'BDH_DCA3_0110', 'BDH_DCA3_0229', 'BDH_DCA3_0024', 'BDH_DCA3_0257', 'BDH_DCA3_0018']"
907,수학2_부정적분과 정적분_007,,,,"[2, 2, 5, 6, 4, 4, 5, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0004', 'BDH_DCA3_0231', 'BDH_DCA3_0029', 'BDH_DCA3_0267', 'BDH_DCA3_0103', 'BDH_DCA3_0130', 'BDH_DCA3_0009', 'BDH_DCA3_0193']"
908,수학2_부정적분과 정적분_008,,,,"[6, 4, 3, 2, 1, 3, 4, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0065', 'BDH_DCA3_0136', 'BDH_DCA3_0198', 'BDH_DCA3_0097', 'BDH_DCA3_0259', 'BDH_DCA3_0118', 'BDH_DCA3_0058', 'BDH_DCA3_0251']"
909,수학2_부정적분과 정적분_009,,,,"[4, 2, 1, 2, 1, 3, 1, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0217', 'BDH_DCA3_0149', 'BDH_DCA3_0170', 'BDH_DCA3_0016', 'BDH_DCA3_0125', 'BDH_DCA3_0108', 'BDH_DCA3_0247', 'BDH_DCA3_0078']"
910,수학2_부정적분과 정적분_010,,,,"[4, 2, 1, 2, 18, 3, 5, 22]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/28,56,"['BDH_DCA3_0260', 'BDH_DCA3_0044', 'BDH_DCA3_0135', 'BDH_DCA3_0051', 'BDH_DCA3_0155', 'BDH_DCA3_0100', 'BDH_DCA3_0182', 'BDH_DCA3_0206']"
911,형곡고2_수학2_부정적분과 정적분_001,,,,"[4, 16, 4, 4, 3, 2, 4, 18]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0244', 'BDH_DCA3_0186', 'BDH_DCA3_0265', 'BDH_DCA3_0015', 'BDH_DCA3_0007', 'BDH_DCA3_0151', 'BDH_DCA3_0193', 'BDH_DCA3_0196']"
912,형곡고2_수학2_부정적분과 정적분_002,,,,"[2, 1, 3, 4, -5, 18, 2, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0261', 'BDH_DCA3_0164', 'BDH_DCA3_0254', 'BDH_DCA3_0262', 'BDH_DCA3_0203', 'BDH_DCA3_0155', 'BDH_DCA3_0157', 'BDH_DCA3_0256']"
913,형곡고2_수학2_부정적분과 정적분_003,,,,"[1, 1, 12, 1, 5, 8, 1, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0089', 'BDH_DCA3_0125', 'BDH_DCA3_0216', 'BDH_DCA3_0081', 'BDH_DCA3_0078', 'BDH_DCA3_0168', 'BDH_DCA3_0006', 'BDH_DCA3_0058']"
914,형곡고2_수학2_부정적분과 정적분_004,,,,"[15, 2, 1, 2, 17, 4, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0167', 'BDH_DCA3_0225', 'BDH_DCA3_0025', 'BDH_DCA3_0087', 'BDH_DCA3_0020', 'BDH_DCA3_0133', 'BDH_DCA3_0094', 'BDH_DCA3_0054']"
915,형곡고2_수학2_부정적분과 정적분_005,,,,"[-2, 1, 2, 4, 5, 1, 3, 6]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0195', 'BDH_DCA3_0082', 'BDH_DCA3_0243', 'BDH_DCA3_0202', 'BDH_DCA3_0122', 'BDH_DCA3_0246', 'BDH_DCA3_0027', 'BDH_DCA3_0065']"
916,형곡고2_수학2_부정적분과 정적분_006,,,,"[4, 4, 1, 2, -3, 2, 1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0119', 'BDH_DCA3_0217', 'BDH_DCA3_0022', 'BDH_DCA3_0123', 'BDH_DCA3_0171', 'BDH_DCA3_0231', 'BDH_DCA3_0098', 'BDH_DCA3_0135']"
917,형곡고2_수학2_부정적분과 정적분_007,,,,"[2, 3, 5, 3, 5, 14, 2, 48]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0187', 'BDH_DCA3_0198', 'BDH_DCA3_0229', 'BDH_DCA3_0160', 'BDH_DCA3_0279', 'BDH_DCA3_0271', 'BDH_DCA3_0245', 'BDH_DCA3_0095']"
918,형곡고2_수학2_부정적분과 정적분_008,,,,"[2, 4, 2, 4, 4, 2, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0085', 'BDH_DCA3_0251', 'BDH_DCA3_0144', 'BDH_DCA3_0209', 'BDH_DCA3_0137', 'BDH_DCA3_0138', 'BDH_DCA3_0026', 'BDH_DCA3_0079']"
919,형곡고2_수학2_부정적분과 정적분_009,,,,"[2, 3, 2, -4, 3, 4, 12, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0061', 'BDH_DCA3_0108', 'BDH_DCA3_0016', 'BDH_DCA3_0174', 'BDH_DCA3_0199', 'BDH_DCA3_0086', 'BDH_DCA3_0165', 'BDH_DCA3_0194']"
920,형곡고2_수학2_부정적분과 정적분_010,,,,"[6, 5, 2, 2, 1, 2, 1, 31]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/31,58,"['BDH_DCA3_0267', 'BDH_DCA3_0278', 'BDH_DCA3_0147', 'BDH_DCA3_0210', 'BDH_DCA3_0259', 'BDH_DCA3_0234', 'BDH_DCA3_0116', 'BDH_DCA3_0238']"
921,2023 6월 대비 고1,수학(상),-,-,"['4', '3', '5', '2', '2', '4', '1', '5', '3', '24', '120', '45', '38', '3', '4', '3', '2', '9', '30', '14', '54', '225']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",1320.0,2023/05/31,0,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
922,구미중3_이차방정식+함수_복습_001,,,,"['31', '3', '5', '3', '3', '3,4', '21', '3']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAC3_0042', 'BDM_MAC3_0075', 'BDM_MAD3_0231', 'BDM_MAD3_0158', 'BDM_MAD3_0077', 'BDM_MAC3_0077', 'BDM_MAC3_0051', 'BDM_MAD3_0221']"
923,구미중3_이차방정식+함수_복습_002,,,,"['3', '5', '27', '4', '1', '2', '3,4', '8']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAC3_0074', 'BDM_MAC3_0158', 'BDM_MAC3_0040', 'BDM_MAD3_0237', 'BDM_MAD3_0128', 'BDM_MAD3_0225', 'BDM_MAC3_0213', 'BDM_MAC3_0252']"
924,구미중3_이차방정식+함수_복습_003,,,,"['6', '2,4', '30', '5', '3', '3', '2', '2']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAD3_0247', 'BDM_MAD3_0106', 'BDM_MAC3_0171', 'BDM_MAC3_0009', 'BDM_MAD3_0205', 'BDM_MAC3_0081', 'BDM_MAC3_0191', 'BDM_MAC3_0034']"
925,구미중3_이차방정식+함수_복습_004,,,,"[4, 5, 3, 1, 4, 4, 3, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAC3_0082', 'BDM_MAD3_0227', 'BDM_MAD3_0111', 'BDM_MAD3_0151', 'BDM_MAD3_0030', 'BDM_MAD3_0229', 'BDM_MAC3_0203', 'BDM_MAC3_0233']"
926,구미중3_이차방정식+함수_복습_005,,,,"[2, 2, 1, 3, 3, 3, 2, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAD3_0226', 'BDM_MAD3_0259', 'BDM_MAC3_0206', 'BDM_MAD3_0179', 'BDM_MAD3_0157', 'BDM_MAC3_0111', 'BDM_MAD3_0160', 'BDM_MAC3_0045']"
927,구미중3_이차방정식+함수_복습_006,,,,"[5, 4, 3, 3, 1, 2, 5, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAD3_0066', 'BDM_MAC3_0035', 'BDM_MAD3_0165', 'BDM_MAD3_0138', 'BDM_MAD3_0108', 'BDM_MAC3_0167', 'BDM_MAC3_0131', 'BDM_MAD3_0127']"
928,구미중3_이차방정식+함수_복습_007,,,,"[6, 3, 4, 4, 1, 2, 36, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAC3_0181', 'BDM_MAC3_0143', 'BDM_MAC3_0108', 'BDM_MAD3_0228', 'BDM_MAC3_0052', 'BDM_MAD3_0039', 'BDM_MAC3_0196', 'BDM_MAD3_0270']"
929,구미중3_이차방정식+함수_복습_008,,,,"[2, 4, 4, 4, 1, 3, 3, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAD3_0211', 'BDM_MAC3_0017', 'BDM_MAD3_0083', 'BDM_MAD3_0036', 'BDM_MAD3_0121', 'BDM_MAC3_0014', 'BDM_MAC3_0044', 'BDM_MAC3_0228']"
930,구미중3_이차방정식+함수_복습_009,,,,"[5, 4, 1, 1, -1, 5, 78, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAC3_0245', 'BDM_MAC3_0099', 'BDM_MAC3_0186', 'BDM_MAC3_0018', 'BDM_MAD3_0059', 'BDM_MAC3_0097', 'BDM_MAC3_0239', 'BDM_MAC3_0073']"
931,구미중3_이차방정식+함수_복습_010,,,,"[1, 3, 1, 2, 1, 2, -3, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/01,59,"['BDM_MAD3_0014', 'BDM_MAD3_0134', 'BDM_MAC3_0067', 'BDM_MAD3_0180', 'BDM_MAC3_0109', 'BDM_MAC3_0055', 'BDM_MAD3_0193', 'BDM_MAD3_0091']"
